battery,Year,Car_Brand,Name,mileage_in_km,price_in_usd,AGM,battery_price
60Ah,2014,Cadillac,ELR,251058,17300,,26000
60Ah,2023,Mercedes-Benz,EQA,90,63750,Y,60000
60Ah,2023,Mercedes-Benz,EQA,10,56250,Y,60000
60Ah,2023,Mercedes-Benz,EQA,130,56250,Y,60000
60Ah,2023,Mercedes-Benz,EQA,9900,56250,Y,60000
60Ah,2023,Mercedes-Benz,EQA,8000,53750,Y,60000
60Ah,2023,Mercedes-Benz,EQA,6000,53750,Y,60000
60Ah,2021,Mercedes-Benz,EQA,7155,,Y,60000
60Ah,2023,Mercedes-Benz,EQB,40000,62500,Y,60000
60Ah,2022,Mercedes-Benz,EQB,9000,82000,Y,60000
60Ah,2022,Mercedes-Benz,EQC,6000,63000,Y,60000
60Ah,2021,Mercedes-Benz,EQC,21600,58500,Y,60000
60Ah,2021,Mercedes-Benz,EQC,14500,65000,Y,60000
60Ah,2020,Mercedes-Benz,EQC,29000,55000,Y,60000
60Ah,2022,Mercedes-Benz,EQC,15000,55500,Y,60000
60Ah,2021,Mercedes-Benz,EQC,17593,,Y,60000
60Ah,2021,Mercedes-Benz,EQC,8544,,Y,60000
60Ah,2020,Mercedes-Benz,EQC,26000,,Y,60000
60Ah,2020,Mercedes-Benz,EQC,9294,,Y,60000
60Ah,2021,Mercedes-Benz,EQC,17593,,Y,60000
60Ah,2021,Mercedes-Benz,EQC,18990,,Y,60000
60Ah,2021,Mercedes-Benz,EQC,14172,,Y,60000
60Ah,2020,Mercedes-Benz,EQC,23040,,Y,60000
60Ah,2022,Mercedes-Benz,EQC,16700,71700,Y,60000
60Ah,2023,Mercedes-Benz,EQC,9000,76250,Y,60000
60Ah,2022,Mercedes-Benz,EQC,7800,,Y,60000
60Ah,2022,Mercedes-Benz,EQC,9900,,Y,60000
60Ah,2022,Mercedes-Benz,EQC,3500,,Y,60000
60Ah,2021,Mercedes-Benz,EQC,30000,54000,Y,60000
60Ah,2022,Mercedes-Benz,EQC,50240,,Y,60000
60Ah,2022,Mercedes-Benz,EQC,3000,,Y,60000
60Ah,2022,Mercedes-Benz,EQC,4800,,Y,60000
60Ah,2022,Mercedes-Benz,EQC,5000,111250,Y,60000
60Ah,2020,Mercedes-Benz,EQC,49890,,Y,60000
60Ah,2020,Mercedes-Benz,EQC,19290,,Y,60000
60Ah,2021,Mercedes-Benz,EQC,13000,,Y,60000
60Ah,2021,Mercedes-Benz,EQC,12600,,Y,60000
60Ah,2020,Mercedes-Benz,EQC,35000,,Y,60000
60Ah,2020,Mercedes-Benz,EQC,38800,,Y,60000
60Ah,2020,Mercedes-Benz,EQC,38800,,Y,60000
60Ah,2020,Mercedes-Benz,EQC,17470,,Y,60000
60Ah,2023,Mercedes-Benz,EQC,5500,68700,Y,60000
60Ah,2020,Mercedes-Benz,EQC,31950,,Y,60000
60Ah,2021,Mercedes-Benz,EQC,26100,,Y,60000
60Ah,2020,Mercedes-Benz,EQC,38700,61000,Y,60000
60Ah,2022,Mercedes-Benz,EQC,8000,67000,Y,60000
60Ah,2022,Mercedes-Benz,EQC,8000,67000,Y,60000
60Ah,2021,Mercedes-Benz,EQC,23000,61000,Y,60000
60Ah,2023,Mercedes-Benz,EQE,900,99000,Y,60000
60Ah,2023,Mercedes-Benz,EQE,900,85000,Y,60000
60Ah,2022,Mercedes-Benz,EQE,850,80000,Y,60000
60Ah,2023,Mercedes-Benz,EQE,10,86000,Y,60000
60Ah,2022,Mercedes-Benz,EQE,9900,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,9500,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,9500,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,15000,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,10,,Y,60000
60Ah,2023,Mercedes-Benz,EQE,8000,100000,Y,60000
60Ah,2023,Mercedes-Benz,EQE,10,162500,Y,60000
60Ah,2023,Mercedes-Benz,EQE,10,162500,Y,60000
60Ah,2023,Mercedes-Benz,EQE,8777,77500,Y,60000
60Ah,2022,Mercedes-Benz,EQE,2990,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,50,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,50,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,50,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,50,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,10000,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,5000,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,30,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,30,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,9000,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,8700,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,5970,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,500,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,6000,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,50,,Y,60000
60Ah,2021,Mercedes-Benz,EQE,38500,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,9900,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,5000,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,276,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,5330,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,6000,,Y,60000
60Ah,2021,Mercedes-Benz,EQE,26515,,Y,60000
60Ah,2021,Mercedes-Benz,EQE,8300,,Y,60000
60Ah,2021,Mercedes-Benz,EQE,15559,,Y,60000
60Ah,2022,Mercedes-Benz,EQE,9900,,Y,60000
60Ah,2021,Mercedes-Benz,EQE,22900,,Y,60000
60Ah,2023,Mercedes-Benz,EQE,40,73000,Y,60000
60Ah,2023,Mercedes-Benz,EQE,45,73000,Y,60000
60Ah,2021,Mercedes-Benz,EQS,7564,90000,Y,60000
60Ah,2022,Mercedes-Benz,EQS,8800,89000,Y,60000
60Ah,2023,Mercedes-Benz,EQS,50,256250,Y,60000
60Ah,2023,Mercedes-Benz,EQS,3900,137500,Y,60000
60Ah,2023,Mercedes-Benz,EQS,4900,136250,Y,60000
60Ah,2023,Mercedes-Benz,EQS,10,112500,Y,60000
60Ah,2022,Mercedes-Benz,EQS,4000,139700,Y,60000
60Ah,2022,Mercedes-Benz,EQS,10,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,900,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,10,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,9000,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,10,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,15000,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,3190,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,13300,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,20,,Y,60000
60Ah,2021,Mercedes-Benz,EQS,31600,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,20000,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,15200,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,7125,,Y,60000
60Ah,2023,Mercedes-Benz,EQS,9600,145000,Y,60000
60Ah,2022,Mercedes-Benz,EQS,7081,107700,Y,60000
60Ah,2022,Mercedes-Benz,EQS,10,,Y,60000
60Ah,2022,Mercedes-Benz,EQS,3000,165000,Y,60000
60Ah,2023,Mercedes-Benz,EQS,10,218750,Y,60000
60Ah,2021,Mercedes-Benz,EQS,24500,89000,Y,60000
60Ah,2022,Mercedes-Benz,EQS,6000,93000,Y,60000
60Ah,2022,Mercedes-Benz,EQS SUV,4667,159000,Y,60000
60Ah,2023,Mercedes-Benz,EQS SUV,50,135000,Y,60000
60Ah,2023,Mercedes-Benz,EQS SUV,4500,171000,Y,60000
60Ah,2024,Mercedes-Benz,EQS SUV,10,341250,Y,60000
60Ah,2023,Mercedes-Benz,EQS SUV,42,195000,Y,60000
60Ah,2023,Mercedes-Benz,EQS SUV,100,150000,Y,60000
60Ah,2023,Mercedes-Benz,EQS SUV,10,236250,Y,60000
60Ah,2023,Mercedes-Benz,EQS SUV,10,237500,Y,60000
60Ah,2023,Mercedes-Benz,EQS SUV,50,238750,Y,60000
60Ah,2023,Mercedes-Benz,EQS SUV,10,225000,Y,60000
60Ah,2023,Mercedes-Benz,EQS SUV,10,181250,Y,60000
60Ah,2023,Mercedes-Benz,EQV,50,128750,Y,60000
60Ah,2020,Lexus,ES 200,99000,40500,Y,60000
60Ah,2022,Lexus,ES 200,7000,44500,Y,60000
60Ah,2021,Lexus,ES 200,20000,41500,Y,60000
60Ah,2023,Lexus,ES 250,3270,55000,Y,60000
60Ah,2022,Lexus,ES 250,16000,50000,Y,60000
60Ah,2013,Lexus,ES 250,175000,20500,,26000
60Ah,2019,Lexus,ES 250,69202,42000,Y,60000
60Ah,2021,Lexus,ES 250,54718,63000,Y,60000
60Ah,2017,Lexus,ES 250,80467,31000,Y,60000
60Ah,2021,Lexus,ES 250,48000,67000,Y,60000
60Ah,2023,Lexus,ES 250,16,51250,Y,60000
60Ah,2019,Lexus,ES 300,64374,50000,Y,60000
60Ah,2019,Lexus,ES 300,30994,23750,Y,60000
60Ah,2022,Lexus,ES 300,12954,38750,Y,60000
60Ah,2022,Lexus,ES 300,5293,30500,Y,60000
60Ah,2022,Lexus,ES 300,644,61400,Y,60000
60Ah,2022,Lexus,ES 300,21000,52500,Y,60000
60Ah,2023,Lexus,ES 300h,50,,Y,60000
60Ah,2015,Lexus,ES 350,120000,30500,,26000
60Ah,2013,Lexus,ES 350,121000,25500,,26000
60Ah,2022,Lexus,ES 350,5000,61000,Y,60000
60Ah,2014,Lexus,ES 350,128748,23500,,26000
60Ah,2021,Lexus,ES 350,24000,43000,Y,60000
60Ah,2021,Lexus,ES 350,48280,28750,Y,60000
60Ah,2014,Lexus,ES 350,130000,24700,,26000
60Ah,2019,Lexus,ES 350,93342,42000,Y,60000
60Ah,2017,Lexus,ES 350,20748,13125,Y,60000
60Ah,2022,Lexus,ES 350,68000,74700,Y,60000
60Ah,2023,Lexus,ES 350,500,79700,Y,60000
60Ah,2023,Lexus,ES 350,500,79700,Y,60000
60Ah,2021,Lexus,ES 350,16382,28125,Y,60000
60Ah,2020,Lexus,ES 350,24140,50000,Y,60000
60Ah,2021,Lexus,ES 350,16748,28125,Y,60000
60Ah,2020,Lexus,ES 350,48000,39000,Y,60000
60Ah,2021,Lexus,ES 350,30000,62500,Y,60000
60Ah,2022,Lexus,ES 350,32000,53000,Y,60000
60Ah,2014,Lexus,ES 350,154000,24700,,26000
60Ah,2021,Lexus,ES 350,4184,50000,Y,60000
60Ah,2022,Lexus,ES 350,23000,50000,Y,60000
60Ah,2022,Lexus,ES 350,12500,49500,Y,60000
60Ah,2019,Lexus,ES 350,18937,20375,Y,60000
60Ah,2019,Lexus,ES 350,18823,20500,Y,60000
60Ah,2019,Lexus,ES 350,12477,23125,Y,60000
60Ah,2022,Kia,EV6,17703,44900,Y,60000
60Ah,2023,Kia,EV6,15,30000,Y,60000
60Ah,2019,Mitsubishi,Eclipse Cross,96561,18300,,26000
60Ah,2022,Mitsubishi,Eclipse Cross,5700,31900,,26000
60Ah,2019,Mitsubishi,Eclipse Cross,72478,14875,,26000
60Ah,2019,Mitsubishi,Eclipse Cross,57668,18125,,26000
60Ah,2022,Mitsubishi,Eclipse Cross,60947,18750,,26000
60Ah,2023,Mitsubishi,Eclipse Cross,64359,18750,,26000
60Ah,2023,Mitsubishi,Eclipse Cross,42730,20000,,26000
60Ah,2019,Mitsubishi,Eclipse Cross,120701,20500,,26000
60Ah,2021,Ford,Ecosport,54718,14500,,26000
60Ah,2021,Ford,Ecosport,14000,18900,,26000
60Ah,2020,Ford,Ecosport,18356,15250,,26000
60Ah,2018,Ford,Ecosport,5297,3875,,26000
60Ah,2018,Ford,Ecosport,5392,3875,,26000
60Ah,2019,Ford,Ecosport,8147,4375,,26000
60Ah,2020,Ford,Ecosport,7385,5375,,26000
60Ah,2021,Ford,Ecosport,5914,6000,,26000
60Ah,2020,Ford,Ecosport,8114,5250,,26000
60Ah,2017,Ford,Ecosport,11747,5250,,26000
60Ah,2021,Ford,Ecosport,5374,6000,,26000
60Ah,2021,Ford,Ecosport,5822,6000,,26000
60Ah,2017,Ford,Ecosport,13112,3125,,26000
60Ah,2021,Ford,Ecosport,5582,5875,,26000
60Ah,2020,Ford,Ecosport,6914,5375,,26000
60Ah,2019,Ford,Ecosport,7165,4375,,26000
60Ah,2020,Ford,Ecosport,8392,5125,,26000
60Ah,2019,Ford,Ecosport,45000,14800,,26000
60Ah,2018,Ford,Ecosport,112654,11498,,26000
60Ah,2017,Ford,Ecosport,110000,16500,,26000
60Ah,2018,Ford,Ecosport,70811,12400,,26000
60Ah,2018,Ford,Ecosport,16477,4375,,26000
60Ah,2015,Ford,Edge,74030,25000,,26000
60Ah,2022,Ford,Edge,14484,10625,,26000
60Ah,2019,Ford,Edge,133576,8125,,26000
60Ah,2016,Ford,Edge,110000,18000,,26000
60Ah,2018,Ford,Edge,70787,15625,,26000
60Ah,2018,Ford,Edge,77000,21500,,26000
60Ah,2018,Ford,Edge,69474,15625,,26000
60Ah,2018,Ford,Edge,70787,15625,,26000
60Ah,2020,Ford,Edge,20100,15812.5,,26000
60Ah,2020,Ford,Edge,17450,15375,,26000
60Ah,2020,Ford,Edge,21300,15625,,26000
60Ah,2020,Ford,Edge,17732,20125,,26000
60Ah,2017,Ford,Edge,30558,14875,,26000
60Ah,2019,Ford,Edge,18246,6500,,26000
60Ah,2019,Ford,Edge,10732,4000,,26000
60Ah,2021,Ford,Edge,9520,16750,,26000
60Ah,2019,Ford,Edge,36500,26000,,26000
60Ah,2018,Ford,Edge,70787,15625,,26000
60Ah,2018,Ford,Edge,16000,15625,,26000
60Ah,2019,Ford,Edge,89000,7500,,26000
60Ah,2021,Ford,Edge,4932,16000,,26000
60Ah,2021,Hyundai,Elantra,86341,,,26000
60Ah,2020,Hyundai,Elantra,3900,16500,,26000
60Ah,2021,Hyundai,Elantra,49890,22000,,26000
60Ah,2014,Hyundai,Elantra,128748,11500,,26000
60Ah,2020,Hyundai,Elantra,90123,15600,,26000
60Ah,2022,Hyundai,Elantra,9000,,,26000
60Ah,2019,Hyundai,Elantra,95756,14000,,26000
60Ah,2023,Hyundai,Elantra,12500,25000,,26000
60Ah,2017,Hyundai,Elantra,101389,14500,,26000
60Ah,2022,Hyundai,Elantra,12875,24000,,26000
60Ah,2019,Hyundai,Elantra,144841,16600,,26000
60Ah,2016,Hyundai,Elantra,257495,12500,,26000
60Ah,2012,Hyundai,Elantra,129000,9000,,26000
60Ah,2016,Hyundai,Elantra,257495,12500,,26000
60Ah,2012,Hyundai,Elantra,129000,9000,,26000
60Ah,2022,Hyundai,Elantra,11265,21000,,26000
60Ah,2022,Hyundai,Elantra,5000,,,26000
60Ah,2020,Hyundai,Elantra,11587,13000,,26000
60Ah,2016,Hyundai,Elantra,187000,10900,,26000
60Ah,2015,Hyundai,Elantra,145646,10500,,26000
60Ah,2012,Hyundai,Elantra,230136,10500,,26000
60Ah,2020,Hyundai,Elantra,90000,6000,,26000
60Ah,2021,Hyundai,Elantra,30500,22200,,26000
60Ah,2019,Hyundai,Elantra,120701,14700,,26000
60Ah,2020,Hyundai,Elantra,41890,13125,,26000
60Ah,2020,Hyundai,Elantra,41890,13125,,26000
60Ah,2017,Hyundai,Elantra,72420,11500,,26000
60Ah,2018,Hyundai,Elantra,119034,13000,,26000
60Ah,2018,Hyundai,Elantra,150000,13000,,26000
60Ah,2012,Hyundai,Elantra,143000,11200,,26000
60Ah,2020,Hyundai,Elantra,49000,16000,,26000
60Ah,2014,Hyundai,Elantra,120701,10800,,26000
60Ah,2017,Hyundai,Elantra,144841,12550,,26000
60Ah,2019,Hyundai,Elantra,80467,16000,,26000
60Ah,2020,Hyundai,Elantra,75000,15700,,26000
60Ah,2017,Hyundai,Elantra,78000,12250,,26000
60Ah,2020,Hyundai,Elantra,67592,13650,,26000
60Ah,2020,Hyundai,Elantra,68000,15250,,26000
60Ah,2020,Hyundai,Elantra,11000,15900,,26000
60Ah,2022,Hyundai,Elantra,1200,26500,,26000
60Ah,2017,Hyundai,Elantra,70811,11300,,26000
60Ah,2017,Hyundai,Elantra,160130,11800,,26000
60Ah,2018,Hyundai,Elantra,44000,13000,,26000
60Ah,2022,Hyundai,Elantra,5633,25900,,26000
60Ah,2018,Hyundai,Elantra,126000,12500,,26000
60Ah,2004,Hyundai,Elantra,147000,5200,,26000
60Ah,2015,Hyundai,Elantra,201168,,,26000
60Ah,2013,Hyundai,Elantra,143232,9500,,26000
60Ah,2015,Hyundai,Elantra,64000,12500,,26000
60Ah,2019,Hyundai,Elantra,70811,15300,,26000
60Ah,2014,Hyundai,Elantra,112654,9000,,26000
60Ah,2017,Hyundai,Elantra,131966,15000,,26000
60Ah,2019,Hyundai,Elantra,160000,14250,,26000
60Ah,2018,Hyundai,Elantra,96561,13500,,26000
60Ah,2019,Hyundai,Elantra,45062,14500,,26000
60Ah,2018,Hyundai,Elantra,154497,4000,,26000
60Ah,2020,Hyundai,Elantra,86905,5625,,26000
60Ah,2020,Hyundai,Elantra,38624,14500,,26000
60Ah,2019,Hyundai,Elantra,45062,13300,,26000
60Ah,2023,Hyundai,Elantra,12000,23000,,26000
60Ah,2019,Hyundai,Elantra,126219,13750,,26000
60Ah,2019,Hyundai,Elantra,75000,13500,,26000
60Ah,2017,Hyundai,Elantra,93342,15000,,26000
60Ah,2017,Hyundai,Elantra,77000,11900,,26000
60Ah,2017,Hyundai,Elantra,175233,11375,,26000
60Ah,2019,Hyundai,Elantra,120701,14700,,26000
60Ah,2011,Hyundai,Elantra,188293,9700,,26000
60Ah,2018,Hyundai,Elantra,56327,4500,,26000
60Ah,2019,Hyundai,Elantra,134750,13000,,26000
60Ah,2018,Hyundai,Elantra,290646,12500,,26000
60Ah,2013,Hyundai,Elantra,189903,9400,,26000
60Ah,2020,Hyundai,Elantra,93189,5625,,26000
60Ah,2013,Hyundai,Elantra,119030,10300,,26000
60Ah,2020,Hyundai,Elantra,19200,19800,,26000
60Ah,2020,Hyundai,Elantra,53108,18500,,26000
60Ah,2019,Hyundai,Elantra,18347,5125,,26000
60Ah,2019,Hyundai,Elantra,18347,5250,,26000
60Ah,2018,Hyundai,Elantra,18647,4625,,26000
60Ah,2018,Hyundai,Elantra,17934,4500,,26000
60Ah,2018,Hyundai,Elantra,18347,4625,,26000
60Ah,2017,Hyundai,Elantra,22931,3875,,26000
60Ah,2017,Hyundai,Elantra,21795,3875,,26000
60Ah,2017,Hyundai,Elantra,21736,4000,,26000
60Ah,2018,Hyundai,Elantra,19374,4625,,26000
60Ah,2018,Hyundai,Elantra,18347,4500,,26000
60Ah,2019,Hyundai,Elantra,18327,5250,,26000
60Ah,2017,Hyundai,Elantra,21735,3875,,26000
60Ah,2017,Hyundai,Elantra,19924,3875,,26000
60Ah,2020,Hyundai,Elantra,17645,5750,,26000
60Ah,2018,Hyundai,Elantra,18347,4750,,26000
60Ah,2020,Hyundai,Elantra,18347,5875,,26000
60Ah,2018,Hyundai,Elantra,18574,4750,,26000
60Ah,2020,Hyundai,Elantra,17934,6000,,26000
60Ah,2018,Hyundai,Elantra,18347,4625,,26000
60Ah,2017,Hyundai,Elantra,21754,4000,,26000
60Ah,2018,Hyundai,Elantra,17351,4750,,26000
60Ah,2020,Hyundai,Elantra,18347,6000,,26000
60Ah,2017,Hyundai,Elantra,21732,3875,,26000
60Ah,2018,Hyundai,Elantra,18374,4750,,26000
60Ah,2023,Hyundai,Elantra,30,22000,,26000
60Ah,2018,Hyundai,Elantra,18347,4750,,26000
60Ah,2020,Hyundai,Elantra,18347,6000,,26000
60Ah,2018,Hyundai,Elantra,59703,4500,,26000
60Ah,2018,Hyundai,Elantra,48118,4625,,26000
60Ah,2017,Hyundai,Elantra,21736,4000,,26000
60Ah,2018,Hyundai,Elantra,18347,4625,,26000
60Ah,2018,Hyundai,Elantra,19347,4500,,26000
60Ah,2019,Hyundai,Elantra,18374,5250,,26000
60Ah,2021,Hyundai,Elantra,35406,18999,,26000
60Ah,2021,Hyundai,Elantra,29499,11125,,26000
60Ah,2020,Hyundai,Elantra,87923,5500,,26000
60Ah,2019,Hyundai,Elantra,55135,5375,,26000
60Ah,2018,Hyundai,Elantra,102520,4875,,26000
60Ah,2018,Hyundai,Elantra,19204,4500,,26000
60Ah,2015,Hyundai,Elantra,73547,12500,,26000
60Ah,2018,Hyundai,Elantra,77249,15500,,26000
60Ah,2015,Hyundai,Elantra,172200,9800,,26000
60Ah,2020,Hyundai,Elantra,120701,17500,,26000
60Ah,2020,Hyundai,Elantra,18345,5750,,26000
60Ah,2020,Hyundai,Elantra,18247,5750,,26000
60Ah,2019,Hyundai,Elantra,112654,18700,,26000
60Ah,2017,Hyundai,Elantra,21934,3875,,26000
60Ah,2019,Hyundai,Elantra,17634,5250,,26000
60Ah,2017,Hyundai,Elantra,21736,3875,,26000
60Ah,2018,Hyundai,Elantra,18347,4750,,26000
60Ah,2021,Hyundai,Elantra,14755,8375,,26000
60Ah,2017,Hyundai,Elantra,69202,13400,,26000
60Ah,2020,Hyundai,Elantra,11290,14375,,26000
60Ah,2017,Hyundai,Elantra,23854,3875,,26000
60Ah,2018,Hyundai,Elantra,105000,11812.5,,26000
60Ah,2020,Hyundai,Elantra,18524,6000,,26000
60Ah,2020,Hyundai,Elantra,17935,5875,,26000
60Ah,2017,Hyundai,Elantra,21852,3875,,26000
60Ah,2018,Hyundai,Elantra,18957,4375,,26000
60Ah,2018,Hyundai,Elantra,19247,4500,,26000
60Ah,2018,Hyundai,Elantra,136241,4250,,26000
60Ah,2018,Hyundai,Elantra,102164,4000,,26000
60Ah,2020,Hyundai,Elantra,17348,5750,,26000
60Ah,2020,Hyundai,Elantra,17325,5875,,26000
60Ah,2019,Hyundai,Elantra,18347,5375,,26000
60Ah,2020,Hyundai,Elantra,17652,5875,,26000
60Ah,2018,Hyundai,Elantra,19347,4500,,26000
60Ah,2019,Hyundai,Elantra,18241,5250,,26000
60Ah,2018,Hyundai,Elantra,19314,4500,,26000
60Ah,2018,Hyundai,Elantra,19347,4625,,26000
60Ah,2018,Hyundai,Elantra,11366,4500,,26000
60Ah,2020,Hyundai,Elantra,8247,5750,,26000
60Ah,2020,Hyundai,Elantra,8254,5750,,26000
60Ah,2018,Hyundai,Elantra,11732,4500,,26000
60Ah,2018,Hyundai,Elantra,106000,13900,,26000
60Ah,2018,Hyundai,Elantra,6824,4500,,26000
60Ah,2023,Hyundai,Elantra,6300,35500,,26000
60Ah,2011,Hyundai,Elantra,197949,10200,,26000
60Ah,2021,Hyundai,Elantra,5227,8250,,26000
60Ah,2018,Hyundai,Elantra,10735,4500,,26000
60Ah,2020,Hyundai,Elantra,5496,5625,,26000
60Ah,2018,Hyundai,Elantra,10783,4500,,26000
60Ah,2018,Hyundai,Elantra,9317,4500,,26000
60Ah,2021,Hyundai,Elantra,12300,10000,,26000
60Ah,2020,Hyundai,Elantra,25900,4562.5,,26000
60Ah,2020,Hyundai,Elantra,7318,5750,,26000
60Ah,2018,Hyundai,Elantra,15000,14900,,26000
60Ah,2019,Hyundai,Elantra,6339,5125,,26000
60Ah,2017,Hyundai,Elantra,102998,13500,,26000
60Ah,2020,Hyundai,Elantra,6722,5750,,26000
60Ah,2017,Hyundai,Elantra,11325,3875,,26000
60Ah,2022,Hyundai,Elantra,5228,10750,,26000
60Ah,2021,Hyundai,Elantra,5114,8250,,26000
60Ah,2017,Hyundai,Elantra,12755,3875,,26000
60Ah,2018,Hyundai,Elantra,78000,13700,,26000
60Ah,2017,Hyundai,Elantra,12747,3875,,26000
60Ah,2022,Hyundai,Elantra,5114,11125,,26000
60Ah,2018,Hyundai,Elantra,11787,4500,,26000
60Ah,2021,Hyundai,Elantra,5147,8250,,26000
60Ah,2020,Hyundai,Elantra,5147,5750,,26000
60Ah,2022,Hyundai,Elantra,5741,10750,,26000
60Ah,2022,Hyundai,Elantra,5391,11000,,26000
60Ah,2017,Hyundai,Elantra,12935,3875,,26000
60Ah,2020,Hyundai,Elantra,17395,5750,,26000
60Ah,2018,Hyundai,Elantra,44000,13000,,26000
60Ah,2015,Hyundai,Elantra,133576,11400,,26000
60Ah,2019,Hyundai,Elantra,104607,14500,,26000
60Ah,2020,Hyundai,Elantra,61155,,,26000
60Ah,2019,Hyundai,Elantra,69202,14800,,26000
60Ah,2015,Hyundai,Elantra,15000,11500,,26000
60Ah,2018,Hyundai,Elantra,51821,14500,,26000
60Ah,2018,Hyundai,Elantra,130357,14000,,26000
60Ah,2018,Hyundai,Elantra,122310,12800,,26000
60Ah,2017,Hyundai,Elantra,162544,12900,,26000
60Ah,2019,Hyundai,Elantra,109435,14500,,26000
60Ah,2019,Hyundai,Elantra,160934,14000,,26000
60Ah,2017,Hyundai,Elantra,62764,14500,,26000
60Ah,2020,Hyundai,Elantra,39429,14750,,26000
60Ah,2019,Hyundai,Elantra,101389,15800,,26000
60Ah,2019,Hyundai,Elantra,98000,15500,,26000
60Ah,2019,Hyundai,Elantra,94951,12900,,26000
60Ah,2014,Hyundai,Elantra,140000,14000,,26000
60Ah,2019,Hyundai,Elantra,75000,4625,,26000
60Ah,2019,Hyundai,Elantra,90606,16300,,26000
60Ah,2019,Hyundai,Elantra,59546,15500,,26000
60Ah,2011,Hyundai,Elantra,196179,9850,,26000
60Ah,2023,Hyundai,Elantra,19,30625,,26000
60Ah,2023,Hyundai,Elantra,766,30625,,26000
60Ah,2023,Hyundai,Elantra,64,27500,,26000
60Ah,2020,Hyundai,Elantra,140684,8500,,26000
60Ah,2021,Hyundai,Elantra,73500,17500,,26000
60Ah,2018,Hyundai,Elantra,41326,12500,,26000
60Ah,2018,Hyundai,Elantra,54000,2625,,26000
60Ah,2013,Hyundai,Elantra,193121,10000,,26000
60Ah,2012,Hyundai,Elantra,233000,9900,,26000
60Ah,2021,Hyundai,Elantra,44463,16750,,26000
60Ah,2021,Hyundai,Elantra,48313,18125,,26000
60Ah,2021,Hyundai,Elantra,36917,18125,,26000
60Ah,2021,Hyundai,Elantra,83173,17250,,26000
60Ah,2021,Hyundai,Elantra,57048,16625,,26000
60Ah,2022,Hyundai,Elantra,67691,17750,,26000
60Ah,2020,Hyundai,Elantra,75301,17250,,26000
60Ah,2021,Hyundai,Elantra,109981,17375,,26000
60Ah,2021,Hyundai,Elantra,60642,18125,,26000
60Ah,2022,Hyundai,Elantra,51925,18750,,26000
60Ah,2020,Hyundai,Elantra,135232,14375,,26000
60Ah,2020,Hyundai,Elantra,129288,13750,,26000
60Ah,2020,Hyundai,Elantra,57307,13625,,26000
60Ah,2019,Hyundai,Elantra,93762,12125,,26000
60Ah,2020,Hyundai,Elantra,28242,13125,,26000
60Ah,2020,Hyundai,Elantra,99686,13500,,26000
60Ah,2020,Hyundai,Elantra,102697,14375,,26000
60Ah,2022,Hyundai,Elantra,417,26250,,26000
60Ah,2021,Hyundai,Elantra,31165,22500,,26000
60Ah,2020,Hyundai,Elantra,82693,13750,,26000
60Ah,2019,Hyundai,Elantra,118126,13750,,26000
60Ah,2020,Hyundai,Elantra,41006,14625,,26000
60Ah,2019,Hyundai,Elantra,76577,14375,,26000
60Ah,2019,Hyundai,Elantra,55569,13500,,26000
60Ah,2020,Hyundai,Elantra,74144,12875,,26000
60Ah,2020,Hyundai,Elantra,99305,13750,,26000
60Ah,2020,Hyundai,Elantra,61314,13375,,26000
60Ah,2019,Hyundai,Elantra,60796,14375,,26000
60Ah,2019,Hyundai,Elantra,95756,13750,,26000
60Ah,2017,Hyundai,Elantra,152521,10250,,26000
60Ah,2018,Hyundai,Elantra,91123,10750,,26000
